gene_A,gene_B,jaccard,len_A,len_B,min_len,geomean_len,is_benchmark_pair,expected_jaccard,jaccard_corrected
KRAS,TNS2,0.017665130568356373,189,1409,189,516.0436028089099,False,0.06312101557600586,-0.4778862784812248
KRAS,TP53,0.022099447513812154,189,393,189,272.53807073508096,False,0.0022945588682110607,-0.4126255048279742
KRAS,TP63,0.03413400758533502,189,680,189,358.49686191095174,False,0.028414113221216064,-0.42671049910945635
NF1,PIK3CA,0.12345229424617625,2839,1068,1068,1741.2788403928878,False,0.1275279642077812,-0.4365060634351803
NF1,PIK3CB,0.13475699558173784,2839,1070,1070,1742.908488705015,False,0.12761709202118102,-0.4252904899130185
NF1,PIK3R1,0.10067380103051922,2839,724,724,1433.6791830810685,False,0.10900830227311017,-0.44076489471616626
NF1,PPP2R1A,0.09263071222725401,2839,589,589,1293.1245106330634,False,0.09917731087892531,-0.4389769921252466
NF1,PPP2R1B,0.09457236842105263,2839,601,601,1306.2308371800139,False,0.10013812601624719,-0.4379961510687699
NF1,PTEN,0.06220905628438426,2839,403,403,1069.6340495702257,False,0.08109887979042776,-0.4513202169796188
NF1,RASA2,0.11655731377846391,2839,850,850,1553.4316850122505,False,0.11665170787501719,-0.4325247875701286
NF1,SIK1,0.10319023237495077,2839,783,783,1490.9517094795526,False,0.11274038815267859,-0.44198054925130315
NF1,STK11,0.060669456066945605,2839,433,433,1108.7321588192524,False,0.08451940134983696,-0.4562803387564667
NF1,TNS2,0.15879218472468917,2839,1409,1409,2000.037749643741,False,0.14072831868941402,-0.41436652743830016
NF1,TP53,0.05862361937128292,2839,393,393,1056.2797924792465,False,0.07990186198161922,-0.4537086360839116
NF1,TP63,0.10023961661341853,2839,680,680,1389.4315384357733,False,0.10602141633462422,-0.438212193194781
PIK3CA,PIK3CB,0.14910179640718563,1068,1070,1068,1068.9995322730501,True,0.09961377288763987,-0.3829423699540295
PIK3CA,PIK3R1,0.0927555856465809,1068,724,724,879.3361132126896,False,0.08100498313956903,-0.42067979096656344
PIK3CA,PPP2R1A,0.06958393113342898,1068,589,589,793.127984627954,False,0.07117399174538416,-0.43402045408553047
PIK3CA,PPP2R1B,0.06614509246088193,1068,601,601,801.1666493308368,False,0.07213480688270604,-0.4384201078953994
PIK3CA,PTEN,0.05234375,1068,403,403,656.0518272209902,False,0.053095560656886615,-0.43318220413046193
PIK3CA,RASA2,0.07721046077210461,1068,850,850,952.7853903162033,False,0.08864838874147604,-0.44386832144294674
PIK3CA,SIK1,0.07058823529411765,1068,783,783,914.4637773033987,False,0.08473706901913744,-0.4465792271985951
PIK3CA,STK11,0.05214723926380368,1068,433,433,680.0323521715713,False,0.05651608221629581,-0.43679923642606744
PIK3CA,TNS2,0.08869294605809129,1068,1409,1068,1226.7077891657818,False,0.11272499955587287,-0.4564624469713569
PIK3CA,TP53,0.046456692913385826,1068,393,393,647.8610962235655,False,0.05189854284807807,-0.4378722434082676
PIK3CA,TP63,0.074949358541526,1068,680,680,852.1971602862802,False,0.07801809720108308,-0.4354991321331324
PIK3CB,PIK3R1,0.08704453441295547,1070,724,724,880.1590765310552,False,0.08105857171873004,-0.4264444307793499
PIK3CB,PPP2R1A,0.08692476260043827,1070,589,589,793.8702664793536,False,0.07122758032454518,-0.41673321119768225
PIK3CB,PPP2R1B,0.08958485069191552,1070,601,601,801.9164545013401,False,0.07218839546186706,-0.41503393824352686
PIK3CB,PTEN,0.057435090479937057,1070,403,403,656.665820642433,False,0.05314914923604763,-0.4281444522296859
PIK3CB,RASA2,0.10140306122448979,1070,850,850,953.6770941990795,False,0.08870197732063706,-0.4197293095697226
PIK3CB,SIK1,0.08493696084936961,1070,783,783,915.31961630897,False,0.08479065759829846,-0.43228409022250414
PIK3CB,STK11,0.05226748654880861,1070,433,433,680.6687887658725,False,0.05656967079545683,-0.43673257772022356
PIK3CB,TNS2,0.09738219895287958,1070,1409,1070,1227.8558547321425,False,0.11277858813503389,-0.4478267826557296
PIK3CB,TP53,0.05741626794258373,1070,393,393,648.4674240083306,False,0.05195213142723909,-0.42696625695823065
PIK3CB,TP63,0.06430006697923643,1070,680,680,852.9947244854449,False,0.0780716857802441,-0.446202012274583
PIK3R1,PPP2R1A,0.06768953068592058,724,589,589,653.0206734859165,False,0.060038944987650916,-0.42477980777530566
PIK3R1,PPP2R1B,0.06624888093106536,724,601,601,659.6392953728575,False,0.060999760124972796,-0.42718127266748274
PIK3R1,PTEN,0.05589430894308943,724,403,403,540.1592357814499,False,0.04196051389915337,-0.41849659842963927
PIK3R1,RASA2,0.07972665148063782,724,850,724,784.4743462982075,False,0.0775133419837428,-0.4302170839766803
PIK3R1,SIK1,0.088379705400982,724,783,724,752.9223067488438,False,0.07360202226140419,-0.41765271033399753
PIK3R1,STK11,0.04827586206896552,724,433,433,559.9035631249367,False,0.04538103545856256,-0.42953556686317235
PIK3R1,TNS2,0.08152173913043478,724,1409,724,1010.0079207610206,False,0.10158995279813962,-0.45249860714128015
PIK3R1,TP53,0.055842812823164424,724,393,393,533.4154103510697,False,0.040763496090344825,-0.4173510767407557
PIK3R1,TP63,0.07178631051752922,724,680,680,701.655185971001,False,0.06688305044334983,-0.4275271333993959
PPP2R1A,PPP2R1B,0.5366906474820143,589,601,589,594.9697471300536,True,0.05508882345478536,0.04917143055365364
PPP2R1A,PTEN,0.046857142857142854,589,403,403,487.203243010553,False,0.03604957722896593,-0.4216228278453984
PPP2R1A,RASA2,0.07533112582781457,589,850,589,707.566251315027,False,0.07160240531355536,-0.4287016729593161
PPP2R1A,SIK1,0.07767857142857143,589,783,589,679.1075025354969,False,0.06769108559121675,-0.4224429076362206
PPP2R1A,STK11,0.05493273542600897,589,433,433,505.0118810483571,False,0.039470098788375124,-0.41696775683594145
PPP2R1A,TNS2,0.07821590174531351,589,1409,589,910.9890229854584,False,0.09567901612795218,-0.44989350785621396
PPP2R1A,TP53,0.03575547866205306,589,393,393,481.12056700997516,False,0.034852559420157386,-0.43152747423167964
PPP2R1A,TP63,0.04878048780487805,589,680,589,632.8664946100401,False,0.06097211377316239,-0.44462201944185964
PPP2R1B,PTEN,0.04288939051918736,601,403,403,492.14123988952605,False,0.03662727251937442,-0.42616827547376235
PPP2R1B,RASA2,0.07131147540983607,601,850,601,714.7377141301556,False,0.07218010060396385,-0.4332990186677031
PPP2R1B,SIK1,0.0819234194122885,601,783,601,685.990524715903,False,0.06826878088162525,-0.4187757549429121
PPP2R1B,STK11,0.049778761061946904,601,433,433,510.13037549238334,False,0.040047794078783616,-0.42269942649041203
PPP2R1B,TNS2,0.07298335467349552,601,1409,601,920.222255762161,False,0.09625671141836067,-0.45570375021844045
PPP2R1B,TP53,0.0330672748004561,601,393,393,485.99691357044645,False,0.03543025471056588,-0.43479337338368507
PPP2R1B,TP63,0.050314465408805034,601,680,601,639.2808459511359,False,0.06154980906357088,-0.4436657371283412
PTEN,RASA2,0.053832116788321165,403,850,403,585.277711859934,False,0.06073265098504821,-0.43933092767030235
PTEN,SIK1,0.0380859375,403,783,403,561.7374831716324,False,0.05682133126270961,-0.4511657872362849
PTEN,STK11,0.04183006535947712,403,433,403,417.7307745426473,False,0.028600344459867977,-0.41920067257396615
PTEN,TNS2,0.05394190871369295,403,1409,403,753.5429649329891,False,0.08480926179944503,-0.46329774655932743
PTEN,TP53,0.037138927097661624,403,393,393,397.96859172552803,False,0.02398280509165024,-0.4192742714675639
PTEN,TP63,0.046296296296296294,403,680,403,523.488299773739,False,0.05010235944465524,-0.4362364566219343
RASA2,SIK1,0.0766939687267312,850,783,783,815.8124784532289,False,0.07819766115944582,-0.4339340859062899
RASA2,STK11,0.0498220640569395,850,433,433,606.6712454039667,False,0.04997667435660419,-0.43258500377324
RASA2,TNS2,0.07801017524024872,850,1409,850,1094.371966015212,False,0.10618559169618125,-0.46060580992950784
RASA2,TP53,0.05964585274930102,850,393,393,577.9705874869412,False,0.04535913498838645,-0.41814367571266076
RASA2,TP63,0.05263157894736842,850,680,680,760.2631123499285,False,0.07147868934139145,-0.45127750386759835
SIK1,STK11,0.06562193927522038,783,433,433,582.2705556697848,True,0.047624972249604686,-0.4144334264479596
SIK1,TNS2,0.13366645846346034,783,1409,783,1050.3556540524737,False,0.10383388958918174,-0.4025978245992967
SIK1,TP53,0.061991869918699184,783,393,393,554.7242558244592,False,0.04300743288138695,-0.4134459564362631
SIK1,TP63,0.06862745098039216,783,680,680,729.6848634856009,False,0.06912698723439195,-0.4329299297275751
STK11,TNS2,0.07123098201936376,433,1409,433,781.0870630089837,False,0.08686586886031972,-0.4480652803145313
STK11,TP53,0.058423913043478264,433,393,393,412.51545425595873,False,0.02603941215252492,-0.40004589258262196
STK11,TP63,0.04408817635270541,433,680,433,542.6232578870905,False,0.052158966505529925,-0.44050118362639984
TNS2,TP53,0.07879656160458452,1409,393,393,744.1350683847658,False,0.05983532727158089,-0.4134691591405717
TNS2,TP63,0.08928571428571429,1409,680,680,978.8360434720413,False,0.0859548816245859,-0.42909956081244693
TP53,TP63,0.10386740331491713,393,680,393,516.9526090465159,False,0.04938264602235087,-0.37794563618100907
