gene_A,gene_B,homology_type,identity_pct
SLC26A4,SLC26A7,gene_family,
SLC26A4,SLC26A8,gene_family,
SLC26A4,SLC26A9,gene_family,
SLC26A4,SLC26A11,gene_family,
SLC26A5,SLC26A7,gene_family,
SLC26A5,SLC26A8,gene_family,
SLC26A5,SLC26A9,gene_family,
SLC26A5,SLC26A11,gene_family,
SLC26A7,SLC26A8,gene_family,
SLC26A7,SLC26A9,gene_family,
SLC26A7,SLC26A11,gene_family,
SLC26A8,SLC26A9,gene_family,
SLC26A8,SLC26A11,gene_family,
SLC26A9,SLC26A11,gene_family,
SLC28A1,SLC28A2,gene_family,
SLC28A1,SLC28A3,gene_family,
SLC28A2,SLC28A3,gene_family,
CMKLR1,CMKLR2,gene_family,
SLC29A2,SLC29A3,gene_family,
SLC29A2,SLC29A4,gene_family,
SLC29A2,CLN3,gene_family,
SLC29A3,SLC29A4,gene_family,
SLC29A3,CLN3,gene_family,
SLC29A4,CLN3,gene_family,
SLC30A1,SLC30A2,gene_family,
SLC30A1,SLC30A3,gene_family,
SLC30A1,SLC30A4,gene_family,
SLC30A1,SLC30A5,gene_family,
SLC30A1,SLC30A6,gene_family,
SLC30A1,SLC30A7,gene_family,
SLC30A1,SLC30A8,gene_family,
SLC30A1,SLC30A9,gene_family,
SLC30A1,SLC30A10,gene_family,
SLC30A1,TMEM163,gene_family,
SLC30A2,SLC30A3,gene_family,
SLC30A2,SLC30A4,gene_family,
SLC30A2,SLC30A5,gene_family,
SLC30A2,SLC30A6,gene_family,
SLC30A2,SLC30A7,gene_family,
SLC30A2,SLC30A8,gene_family,
SLC30A2,SLC30A9,gene_family,
SLC30A2,SLC30A10,gene_family,
SLC30A2,TMEM163,gene_family,
SLC30A3,SLC30A4,gene_family,
SLC30A3,SLC30A5,gene_family,
SLC30A3,SLC30A6,gene_family,
SLC30A3,SLC30A7,gene_family,
SLC30A3,SLC30A8,gene_family,
SLC30A3,SLC30A9,gene_family,
SLC30A3,SLC30A10,gene_family,
SLC30A3,TMEM163,gene_family,
SLC30A4,SLC30A5,gene_family,
SLC30A4,SLC30A6,gene_family,
SLC30A4,SLC30A7,gene_family,
SLC30A4,SLC30A8,gene_family,
SLC30A4,SLC30A9,gene_family,
SLC30A4,SLC30A10,gene_family,
SLC30A4,TMEM163,gene_family,
SLC30A5,SLC30A6,gene_family,
SLC30A5,SLC30A7,gene_family,
SLC30A5,SLC30A8,gene_family,
SLC30A5,SLC30A9,gene_family,
SLC30A5,SLC30A10,gene_family,
SLC30A5,TMEM163,gene_family,
SLC30A6,SLC30A7,gene_family,
SLC30A6,SLC30A8,gene_family,
SLC30A6,SLC30A9,gene_family,
SLC30A6,SLC30A10,gene_family,
SLC30A6,TMEM163,gene_family,
SLC30A7,SLC30A8,gene_family,
SLC30A7,SLC30A9,gene_family,
SLC30A7,SLC30A10,gene_family,
SLC30A7,TMEM163,gene_family,
SLC30A8,SLC30A9,gene_family,
SLC30A8,SLC30A10,gene_family,
SLC30A8,TMEM163,gene_family,
SLC30A9,SLC30A10,gene_family,
SLC30A9,TMEM163,gene_family,
SLC30A10,TMEM163,gene_family,
SLC31A1,SLC31A2,gene_family,
SLC33A1,SLC33A2,gene_family,
SLC34A1,SLC34A2,gene_family,
SLC34A1,SLC34A3,gene_family,
SLC34A2,SLC34A3,gene_family,
SLC35A1,SLC35A2,gene_family,
SLC35A1,SLC35A3,gene_family,
SLC35A1,SLC35A4,gene_family,
SLC35A1,SLC35A5,gene_family,
SLC35A1,SLC35B1,gene_family,
SLC35A1,SLC35B3,gene_family,
SLC35A1,SLC35B4,gene_family,
SLC35A1,SLC35C1,gene_family,
SLC35A1,SLC35D1,gene_family,
SLC35A1,SLC35D2,gene_family,
SLC35A1,SLC35D3,gene_family,
SLC35A1,SLC35D4,gene_family,
SLC35A1,SLC35E1,gene_family,
SLC35A1,SLC35E2B,gene_family,
SLC35A1,SLC35E3,gene_family,
SLC35A1,SLC35E4,gene_family,
SLC35A1,SLC35F1,gene_family,
SLC35A1,SLC35F2,gene_family,
SLC35A1,SLC35F4,gene_family,
SLC35A1,SLC35F6,gene_family,
SLC35A1,SLC35G1,gene_family,
SLC35A1,SLC35G2,gene_family,
SLC35A1,SLC35G3,gene_family,
SLC35A1,SLC35G4,gene_family,
SLC35A1,SLC35G5,gene_family,
SLC35A1,SLC35G6,gene_family,
SLC35A1,SLC35H1,gene_family,
SLC35A2,SLC35A3,gene_family,
SLC35A2,SLC35A4,gene_family,
SLC35A2,SLC35A5,gene_family,
SLC35A2,SLC35B1,gene_family,
SLC35A2,SLC35B3,gene_family,
SLC35A2,SLC35B4,gene_family,
SLC35A2,SLC35C1,gene_family,
SLC35A2,SLC35D1,gene_family,
SLC35A2,SLC35D2,gene_family,
SLC35A2,SLC35D3,gene_family,
SLC35A2,SLC35D4,gene_family,
SLC35A2,SLC35E1,gene_family,
SLC35A2,SLC35E2B,gene_family,
SLC35A2,SLC35E3,gene_family,
SLC35A2,SLC35E4,gene_family,
SLC35A2,SLC35F1,gene_family,
SLC35A2,SLC35F2,gene_family,
SLC35A2,SLC35F4,gene_family,
SLC35A2,SLC35F6,gene_family,
SLC35A2,SLC35G1,gene_family,
SLC35A2,SLC35G2,gene_family,
SLC35A2,SLC35G3,gene_family,
SLC35A2,SLC35G4,gene_family,
SLC35A2,SLC35G5,gene_family,
SLC35A2,SLC35G6,gene_family,
SLC35A2,SLC35H1,gene_family,
SLC35A3,SLC35A4,gene_family,
SLC35A3,SLC35A5,gene_family,
SLC35A3,SLC35B1,gene_family,
SLC35A3,SLC35B3,gene_family,
SLC35A3,SLC35B4,gene_family,
SLC35A3,SLC35C1,gene_family,
SLC35A3,SLC35D1,gene_family,
SLC35A3,SLC35D2,gene_family,
SLC35A3,SLC35D3,gene_family,
SLC35A3,SLC35D4,gene_family,
SLC35A3,SLC35E1,gene_family,
SLC35A3,SLC35E2B,gene_family,
SLC35A3,SLC35E3,gene_family,
SLC35A3,SLC35E4,gene_family,
SLC35A3,SLC35F1,gene_family,
SLC35A3,SLC35F2,gene_family,
SLC35A3,SLC35F4,gene_family,
SLC35A3,SLC35F6,gene_family,
SLC35A3,SLC35G1,gene_family,
SLC35A3,SLC35G2,gene_family,
SLC35A3,SLC35G3,gene_family,
SLC35A3,SLC35G4,gene_family,
SLC35A3,SLC35G5,gene_family,
SLC35A3,SLC35G6,gene_family,
SLC35A3,SLC35H1,gene_family,
SLC35A4,SLC35A5,gene_family,
SLC35A4,SLC35B1,gene_family,
SLC35A4,SLC35B3,gene_family,
SLC35A4,SLC35B4,gene_family,
SLC35A4,SLC35C1,gene_family,
SLC35A4,SLC35D1,gene_family,
SLC35A4,SLC35D2,gene_family,
SLC35A4,SLC35D3,gene_family,
SLC35A4,SLC35D4,gene_family,
SLC35A4,SLC35E1,gene_family,
SLC35A4,SLC35E2B,gene_family,
SLC35A4,SLC35E3,gene_family,
SLC35A4,SLC35E4,gene_family,
SLC35A4,SLC35F1,gene_family,
SLC35A4,SLC35F2,gene_family,
SLC35A4,SLC35F4,gene_family,
SLC35A4,SLC35F6,gene_family,
SLC35A4,SLC35G1,gene_family,
SLC35A4,SLC35G2,gene_family,
SLC35A4,SLC35G3,gene_family,
SLC35A4,SLC35G4,gene_family,
SLC35A4,SLC35G5,gene_family,
SLC35A4,SLC35G6,gene_family,
SLC35A4,SLC35H1,gene_family,
SLC35A5,SLC35B1,gene_family,
SLC35A5,SLC35B3,gene_family,
SLC35A5,SLC35B4,gene_family,
SLC35A5,SLC35C1,gene_family,
SLC35A5,SLC35D1,gene_family,
SLC35A5,SLC35D2,gene_family,
SLC35A5,SLC35D3,gene_family,
SLC35A5,SLC35D4,gene_family,
SLC35A5,SLC35E1,gene_family,
SLC35A5,SLC35E2B,gene_family,
SLC35A5,SLC35E3,gene_family,
SLC35A5,SLC35E4,gene_family,
SLC35A5,SLC35F1,gene_family,
SLC35A5,SLC35F2,gene_family,
SLC35A5,SLC35F4,gene_family,
SLC35A5,SLC35F6,gene_family,
SLC35A5,SLC35G1,gene_family,
SLC35A5,SLC35G2,gene_family,
SLC35A5,SLC35G3,gene_family,
SLC35A5,SLC35G4,gene_family,
SLC35A5,SLC35G5,gene_family,
SLC35A5,SLC35G6,gene_family,
SLC35A5,SLC35H1,gene_family,
SLC35B1,SLC35B3,gene_family,
SLC35B1,SLC35B4,gene_family,
SLC35B1,SLC35C1,gene_family,
SLC35B1,SLC35D1,gene_family,
SLC35B1,SLC35D2,gene_family,
SLC35B1,SLC35D3,gene_family,
SLC35B1,SLC35D4,gene_family,
SLC35B1,SLC35E1,gene_family,
SLC35B1,SLC35E2B,gene_family,
SLC35B1,SLC35E3,gene_family,
SLC35B1,SLC35E4,gene_family,
SLC35B1,SLC35F1,gene_family,
SLC35B1,SLC35F2,gene_family,
SLC35B1,SLC35F4,gene_family,
SLC35B1,SLC35F6,gene_family,
SLC35B1,SLC35G1,gene_family,
SLC35B1,SLC35G2,gene_family,
SLC35B1,SLC35G3,gene_family,
SLC35B1,SLC35G4,gene_family,
SLC35B1,SLC35G5,gene_family,
SLC35B1,SLC35G6,gene_family,
SLC35B1,SLC35H1,gene_family,
SLC35B3,SLC35B4,gene_family,
SLC35B3,SLC35C1,gene_family,
SLC35B3,SLC35D1,gene_family,
SLC35B3,SLC35D2,gene_family,
SLC35B3,SLC35D3,gene_family,
SLC35B3,SLC35D4,gene_family,
SLC35B3,SLC35E1,gene_family,
SLC35B3,SLC35E2B,gene_family,
SLC35B3,SLC35E3,gene_family,
SLC35B3,SLC35E4,gene_family,
SLC35B3,SLC35F1,gene_family,
SLC35B3,SLC35F2,gene_family,
SLC35B3,SLC35F4,gene_family,
SLC35B3,SLC35F6,gene_family,
SLC35B3,SLC35G1,gene_family,
SLC35B3,SLC35G2,gene_family,
SLC35B3,SLC35G3,gene_family,
SLC35B3,SLC35G4,gene_family,
SLC35B3,SLC35G5,gene_family,
SLC35B3,SLC35G6,gene_family,
SLC35B3,SLC35H1,gene_family,
SLC35B4,SLC35C1,gene_family,
SLC35B4,SLC35D1,gene_family,
SLC35B4,SLC35D2,gene_family,
SLC35B4,SLC35D3,gene_family,
SLC35B4,SLC35D4,gene_family,
SLC35B4,SLC35E1,gene_family,
SLC35B4,SLC35E2B,gene_family,
SLC35B4,SLC35E3,gene_family,
SLC35B4,SLC35E4,gene_family,
SLC35B4,SLC35F1,gene_family,
SLC35B4,SLC35F2,gene_family,
SLC35B4,SLC35F4,gene_family,
SLC35B4,SLC35F6,gene_family,
SLC35B4,SLC35G1,gene_family,
SLC35B4,SLC35G2,gene_family,
SLC35B4,SLC35G3,gene_family,
SLC35B4,SLC35G4,gene_family,
SLC35B4,SLC35G5,gene_family,
SLC35B4,SLC35G6,gene_family,
SLC35B4,SLC35H1,gene_family,
SLC35C1,SLC35D1,gene_family,
SLC35C1,SLC35D2,gene_family,
SLC35C1,SLC35D3,gene_family,
SLC35C1,SLC35D4,gene_family,
SLC35C1,SLC35E1,gene_family,
SLC35C1,SLC35E2B,gene_family,
SLC35C1,SLC35E3,gene_family,
SLC35C1,SLC35E4,gene_family,
SLC35C1,SLC35F1,gene_family,
SLC35C1,SLC35F2,gene_family,
SLC35C1,SLC35F4,gene_family,
SLC35C1,SLC35F6,gene_family,
SLC35C1,SLC35G1,gene_family,
SLC35C1,SLC35G2,gene_family,
SLC35C1,SLC35G3,gene_family,
SLC35C1,SLC35G4,gene_family,
SLC35C1,SLC35G5,gene_family,
SLC35C1,SLC35G6,gene_family,
SLC35C1,SLC35H1,gene_family,
SLC35D1,SLC35D2,gene_family,
SLC35D1,SLC35D3,gene_family,
SLC35D1,SLC35D4,gene_family,
SLC35D1,SLC35E1,gene_family,
SLC35D1,SLC35E2B,gene_family,
SLC35D1,SLC35E3,gene_family,
SLC35D1,SLC35E4,gene_family,
SLC35D1,SLC35F1,gene_family,
SLC35D1,SLC35F2,gene_family,
SLC35D1,SLC35F4,gene_family,
SLC35D1,SLC35F6,gene_family,
SLC35D1,SLC35G1,gene_family,
SLC35D1,SLC35G2,gene_family,
SLC35D1,SLC35G3,gene_family,
SLC35D1,SLC35G4,gene_family,
SLC35D1,SLC35G5,gene_family,
SLC35D1,SLC35G6,gene_family,
SLC35D1,SLC35H1,gene_family,
SLC35D2,SLC35D3,gene_family,
SLC35D2,SLC35D4,gene_family,
SLC35D2,SLC35E1,gene_family,
SLC35D2,SLC35E2B,gene_family,
SLC35D2,SLC35E3,gene_family,
SLC35D2,SLC35E4,gene_family,
SLC35D2,SLC35F1,gene_family,
SLC35D2,SLC35F2,gene_family,
SLC35D2,SLC35F4,gene_family,
SLC35D2,SLC35F6,gene_family,
SLC35D2,SLC35G1,gene_family,
SLC35D2,SLC35G2,gene_family,
SLC35D2,SLC35G3,gene_family,
SLC35D2,SLC35G4,gene_family,
SLC35D2,SLC35G5,gene_family,
SLC35D2,SLC35G6,gene_family,
SLC35D2,SLC35H1,gene_family,
SLC35D3,SLC35D4,gene_family,
SLC35D3,SLC35E1,gene_family,
SLC35D3,SLC35E2B,gene_family,
SLC35D3,SLC35E3,gene_family,
SLC35D3,SLC35E4,gene_family,
SLC35D3,SLC35F1,gene_family,
SLC35D3,SLC35F2,gene_family,
SLC35D3,SLC35F4,gene_family,
SLC35D3,SLC35F6,gene_family,
SLC35D3,SLC35G1,gene_family,
SLC35D3,SLC35G2,gene_family,
SLC35D3,SLC35G3,gene_family,
SLC35D3,SLC35G4,gene_family,
SLC35D3,SLC35G5,gene_family,
SLC35D3,SLC35G6,gene_family,
SLC35D3,SLC35H1,gene_family,
SLC35D4,SLC35E1,gene_family,
SLC35D4,SLC35E2B,gene_family,
SLC35D4,SLC35E3,gene_family,
SLC35D4,SLC35E4,gene_family,
SLC35D4,SLC35F1,gene_family,
SLC35D4,SLC35F2,gene_family,
SLC35D4,SLC35F4,gene_family,
SLC35D4,SLC35F6,gene_family,
SLC35D4,SLC35G1,gene_family,
SLC35D4,SLC35G2,gene_family,
SLC35D4,SLC35G3,gene_family,
SLC35D4,SLC35G4,gene_family,
SLC35D4,SLC35G5,gene_family,
SLC35D4,SLC35G6,gene_family,
SLC35D4,SLC35H1,gene_family,
SLC35E1,SLC35E2B,gene_family,
SLC35E1,SLC35E3,gene_family,
SLC35E1,SLC35E4,gene_family,
SLC35E1,SLC35F1,gene_family,
SLC35E1,SLC35F2,gene_family,
SLC35E1,SLC35F4,gene_family,
SLC35E1,SLC35F6,gene_family,
SLC35E1,SLC35G1,gene_family,
SLC35E1,SLC35G2,gene_family,
SLC35E1,SLC35G3,gene_family,
SLC35E1,SLC35G4,gene_family,
SLC35E1,SLC35G5,gene_family,
SLC35E1,SLC35G6,gene_family,
SLC35E1,SLC35H1,gene_family,
SLC35E2B,SLC35E3,gene_family,
SLC35E2B,SLC35E4,gene_family,
SLC35E2B,SLC35F1,gene_family,
SLC35E2B,SLC35F2,gene_family,
SLC35E2B,SLC35F4,gene_family,
SLC35E2B,SLC35F6,gene_family,
SLC35E2B,SLC35G1,gene_family,
SLC35E2B,SLC35G2,gene_family,
SLC35E2B,SLC35G3,gene_family,
SLC35E2B,SLC35G4,gene_family,
SLC35E2B,SLC35G5,gene_family,
SLC35E2B,SLC35G6,gene_family,
SLC35E2B,SLC35H1,gene_family,
SLC35E3,SLC35E4,gene_family,
SLC35E3,SLC35F1,gene_family,
SLC35E3,SLC35F2,gene_family,
SLC35E3,SLC35F4,gene_family,
SLC35E3,SLC35F6,gene_family,
SLC35E3,SLC35G1,gene_family,
SLC35E3,SLC35G2,gene_family,
SLC35E3,SLC35G3,gene_family,
SLC35E3,SLC35G4,gene_family,
SLC35E3,SLC35G5,gene_family,
SLC35E3,SLC35G6,gene_family,
SLC35E3,SLC35H1,gene_family,
SLC35E4,SLC35F1,gene_family,
SLC35E4,SLC35F2,gene_family,
SLC35E4,SLC35F4,gene_family,
SLC35E4,SLC35F6,gene_family,
SLC35E4,SLC35G1,gene_family,
SLC35E4,SLC35G2,gene_family,
SLC35E4,SLC35G3,gene_family,
SLC35E4,SLC35G4,gene_family,
SLC35E4,SLC35G5,gene_family,
SLC35E4,SLC35G6,gene_family,
SLC35E4,SLC35H1,gene_family,
SLC35F1,SLC35F2,gene_family,
SLC35F1,SLC35F4,gene_family,
SLC35F1,SLC35F6,gene_family,
SLC35F1,SLC35G1,gene_family,
SLC35F1,SLC35G2,gene_family,
SLC35F1,SLC35G3,gene_family,
SLC35F1,SLC35G4,gene_family,
SLC35F1,SLC35G5,gene_family,
SLC35F1,SLC35G6,gene_family,
SLC35F1,SLC35H1,gene_family,
SLC35F2,SLC35F4,gene_family,
SLC35F2,SLC35F6,gene_family,
SLC35F2,SLC35G1,gene_family,
SLC35F2,SLC35G2,gene_family,
SLC35F2,SLC35G3,gene_family,
SLC35F2,SLC35G4,gene_family,
SLC35F2,SLC35G5,gene_family,
SLC35F2,SLC35G6,gene_family,
SLC35F2,SLC35H1,gene_family,
SLC35F4,SLC35F6,gene_family,
SLC35F4,SLC35G1,gene_family,
SLC35F4,SLC35G2,gene_family,
SLC35F4,SLC35G3,gene_family,
SLC35F4,SLC35G4,gene_family,
SLC35F4,SLC35G5,gene_family,
SLC35F4,SLC35G6,gene_family,
SLC35F4,SLC35H1,gene_family,
SLC35F6,SLC35G1,gene_family,
SLC35F6,SLC35G2,gene_family,
SLC35F6,SLC35G3,gene_family,
SLC35F6,SLC35G4,gene_family,
SLC35F6,SLC35G5,gene_family,
SLC35F6,SLC35G6,gene_family,
SLC35F6,SLC35H1,gene_family,
SLC35G1,SLC35G2,gene_family,
SLC35G1,SLC35G3,gene_family,
SLC35G1,SLC35G4,gene_family,
SLC35G1,SLC35G5,gene_family,
SLC35G1,SLC35G6,gene_family,
SLC35G1,SLC35H1,gene_family,
SLC35G2,SLC35G3,gene_family,
SLC35G2,SLC35G4,gene_family,
SLC35G2,SLC35G5,gene_family,
SLC35G2,SLC35G6,gene_family,
SLC35G2,SLC35H1,gene_family,
SLC35G3,SLC35G4,gene_family,
SLC35G3,SLC35G5,gene_family,
SLC35G3,SLC35G6,gene_family,
SLC35G3,SLC35H1,gene_family,
SLC35G4,SLC35G5,gene_family,
SLC35G4,SLC35G6,gene_family,
SLC35G4,SLC35H1,gene_family,
SLC35G5,SLC35G6,gene_family,
SLC35G5,SLC35H1,gene_family,
SLC35G6,SLC35H1,gene_family,
SLC36A1,SLC36A2,gene_family,
SLC36A1,SLC36A3,gene_family,
SLC36A1,SLC36A4,gene_family,
SLC36A2,SLC36A3,gene_family,
SLC36A2,SLC36A4,gene_family,
SLC36A3,SLC36A4,gene_family,
SLC38A1,SLC38A2,gene_family,
SLC38A1,SLC38A3,gene_family,
SLC38A1,SLC38A4,gene_family,
SLC38A1,SLC38A5,gene_family,
SLC38A1,SLC38A6,gene_family,
SLC38A1,SLC38A7,gene_family,
SLC38A1,SLC38A8,gene_family,
SLC38A1,SLC38A9,gene_family,
SLC38A1,SLC38A10,gene_family,
SLC38A1,SLC38A11,gene_family,
SLC38A1,SLC38A12,gene_family,
SLC38A2,SLC38A3,gene_family,
SLC38A2,SLC38A4,gene_family,
SLC38A2,SLC38A5,gene_family,
SLC38A2,SLC38A6,gene_family,
SLC38A2,SLC38A7,gene_family,
SLC38A2,SLC38A8,gene_family,
SLC38A2,SLC38A9,gene_family,
SLC38A2,SLC38A10,gene_family,
SLC38A2,SLC38A11,gene_family,
SLC38A2,SLC38A12,gene_family,
SLC38A3,SLC38A4,gene_family,
SLC38A3,SLC38A5,gene_family,
SLC38A3,SLC38A6,gene_family,
SLC38A3,SLC38A7,gene_family,
SLC38A3,SLC38A8,gene_family,
SLC38A3,SLC38A9,gene_family,
SLC38A3,SLC38A10,gene_family,
SLC38A3,SLC38A11,gene_family,
SLC38A3,SLC38A12,gene_family,
SLC38A4,SLC38A5,gene_family,
SLC38A4,SLC38A6,gene_family,
SLC38A4,SLC38A7,gene_family,
SLC38A4,SLC38A8,gene_family,
SLC38A4,SLC38A9,gene_family,
SLC38A4,SLC38A10,gene_family,
SLC38A4,SLC38A11,gene_family,
SLC38A4,SLC38A12,gene_family,
SLC38A5,SLC38A6,gene_family,
SLC38A5,SLC38A7,gene_family,
SLC38A5,SLC38A8,gene_family,
SLC38A5,SLC38A9,gene_family,
SLC38A5,SLC38A10,gene_family,
SLC38A5,SLC38A11,gene_family,
SLC38A5,SLC38A12,gene_family,
SLC38A6,SLC38A7,gene_family,
SLC38A6,SLC38A8,gene_family,
SLC38A6,SLC38A9,gene_family,
SLC38A6,SLC38A10,gene_family,
SLC38A6,SLC38A11,gene_family,
SLC38A6,SLC38A12,gene_family,
SLC38A7,SLC38A8,gene_family,
SLC38A7,SLC38A9,gene_family,
SLC38A7,SLC38A10,gene_family,
SLC38A7,SLC38A11,gene_family,
SLC38A7,SLC38A12,gene_family,
SLC38A8,SLC38A9,gene_family,
SLC38A8,SLC38A10,gene_family,
SLC38A8,SLC38A11,gene_family,
SLC38A8,SLC38A12,gene_family,
SLC38A9,SLC38A10,gene_family,
SLC38A9,SLC38A11,gene_family,
SLC38A9,SLC38A12,gene_family,
SLC38A10,SLC38A11,gene_family,
SLC38A10,SLC38A12,gene_family,
SLC38A11,SLC38A12,gene_family,
SLC37A1,SLC37A2,gene_family,
SLC37A1,SLC37A3,gene_family,
SLC37A1,SLC37A4,gene_family,
SLC37A2,SLC37A3,gene_family,
SLC37A2,SLC37A4,gene_family,
SLC37A3,SLC37A4,gene_family,
F2R,F2RL1,gene_family,
F2R,F2RL2,gene_family,
F2R,F2RL3,gene_family,
F2RL1,F2RL2,gene_family,
F2RL1,F2RL3,gene_family,
F2RL2,F2RL3,gene_family,
SLC41A1,SLC41A2,gene_family,
SLC41A1,SLC41A3,gene_family,
SLC41A2,SLC41A3,gene_family,
RHBG,RHCG,gene_family,
SLC43A1,SLC43A2,gene_family,
SLC43A1,SLC43A3,gene_family,
SLC43A2,SLC43A3,gene_family,
SLC44A3,SLC44A4,gene_family,
SLC44A3,SLC44A5,gene_family,
SLC44A4,SLC44A5,gene_family,
SLC45A1,SLC45A2,gene_family,
SLC45A1,SLC45A3,gene_family,
SLC45A1,SLC45A4,gene_family,
SLC45A2,SLC45A3,gene_family,
SLC45A2,SLC45A4,gene_family,
SLC45A3,SLC45A4,gene_family,
SLC46A1,SLC46A2,gene_family,
SLC46A1,SLC46A3,gene_family,
SLC46A2,SLC46A3,gene_family,
FLVCR1,SLC49A3,gene_family,
FLVCR1,SLC49A4,gene_family,
SLC49A3,SLC49A4,gene_family,
PCDH7,PCDH11X,gene_family,
GHSR,KISS1R,gene_family,
GHSR,MLNR,gene_family,
GHSR,PRLHR,gene_family,
GHSR,QRFPR,gene_family,
GHSR,TRHR,gene_family,
GHSR,UTS2R,gene_family,
KISS1R,MLNR,gene_family,
KISS1R,PRLHR,gene_family,
KISS1R,QRFPR,gene_family,
KISS1R,TRHR,gene_family,
KISS1R,UTS2R,gene_family,
MLNR,PRLHR,gene_family,
MLNR,QRFPR,gene_family,
MLNR,TRHR,gene_family,
MLNR,UTS2R,gene_family,
PRLHR,QRFPR,gene_family,
PRLHR,TRHR,gene_family,
PRLHR,UTS2R,gene_family,
QRFPR,TRHR,gene_family,
QRFPR,UTS2R,gene_family,
TRHR,UTS2R,gene_family,
SLC52A1,SLC52A2,gene_family,
SLC52A1,SLC52A3,gene_family,
SLC52A2,SLC52A3,gene_family,
MPC1,MPC1L,gene_family,
MPC1,MPC2,gene_family,
MPC1L,MPC2,gene_family,
NIPA1,NIPA2,gene_family,
NIPA1,NIPAL1,gene_family,
NIPA1,NIPAL2,gene_family,
NIPA1,NIPAL3,gene_family,
NIPA1,NIPAL4,gene_family,
NIPA2,NIPAL1,gene_family,
NIPA2,NIPAL2,gene_family,
NIPA2,NIPAL3,gene_family,
NIPA2,NIPAL4,gene_family,
NIPAL1,NIPAL2,gene_family,
NIPAL1,NIPAL3,gene_family,
NIPAL1,NIPAL4,gene_family,
NIPAL2,NIPAL3,gene_family,
NIPAL2,NIPAL4,gene_family,
NIPAL3,NIPAL4,gene_family,
MFSD2A,MFSD2B,gene_family,
MFSD2A,MFSD12,gene_family,
MFSD2B,MFSD12,gene_family,
SLC60A1,SLC60A2,gene_family,
AGTR1,AGTR2,gene_family,
SPNS1,SPNS2,gene_family,
SPNS1,SPNS3,gene_family,
SPNS2,SPNS3,gene_family,
NPC1,NPC1L1,gene_family,
NPC1,PTCH1,gene_family,
NPC1,PTCH2,gene_family,
NPC1,PTCHD1,gene_family,
NPC1,PTCHD3,gene_family,
NPC1,PTCHD4,gene_family,
NPC1L1,PTCH1,gene_family,
NPC1L1,PTCH2,gene_family,
NPC1L1,PTCHD1,gene_family,
NPC1L1,PTCHD3,gene_family,
NPC1L1,PTCHD4,gene_family,
PTCH1,PTCH2,gene_family,
PTCH1,PTCHD1,gene_family,
PTCH1,PTCHD3,gene_family,
PTCH1,PTCHD4,gene_family,
PTCH2,PTCHD1,gene_family,
PTCH2,PTCHD3,gene_family,
PTCH2,PTCHD4,gene_family,
PTCHD1,PTCHD3,gene_family,
PTCHD1,PTCHD4,gene_family,
PTCHD3,PTCHD4,gene_family,
MPDU1,SLC66A1,gene_family,
MPDU1,SLC66A2,gene_family,
MPDU1,SLC66A3,gene_family,
MPDU1,CTNS,gene_family,
SLC66A1,SLC66A2,gene_family,
SLC66A1,SLC66A3,gene_family,
SLC66A1,CTNS,gene_family,
SLC66A2,SLC66A3,gene_family,
SLC66A2,CTNS,gene_family,
SLC66A3,CTNS,gene_family,
SLCO1A2,SLCO1B1,gene_family,
SLCO1A2,SLCO1B3,gene_family,
SLCO1A2,SLCO1B7,gene_family,
SLCO1A2,SLCO1C1,gene_family,
SLCO1A2,SLCO2A1,gene_family,
SLCO1A2,SLCO2B1,gene_family,
SLCO1A2,SLCO3A1,gene_family,
SLCO1A2,SLCO4A1,gene_family,
SLCO1A2,SLCO4C1,gene_family,
SLCO1A2,SLCO5A1,gene_family,
SLCO1A2,SLCO6A1,gene_family,
SLCO1B1,SLCO1B3,gene_family,
SLCO1B1,SLCO1B7,gene_family,
SLCO1B1,SLCO1C1,gene_family,
SLCO1B1,SLCO2A1,gene_family,
SLCO1B1,SLCO2B1,gene_family,
SLCO1B1,SLCO3A1,gene_family,
SLCO1B1,SLCO4A1,gene_family,
SLCO1B1,SLCO4C1,gene_family,
SLCO1B1,SLCO5A1,gene_family,
SLCO1B1,SLCO6A1,gene_family,
SLCO1B3,SLCO1B7,gene_family,
SLCO1B3,SLCO1C1,gene_family,
SLCO1B3,SLCO2A1,gene_family,
SLCO1B3,SLCO2B1,gene_family,
SLCO1B3,SLCO3A1,gene_family,
SLCO1B3,SLCO4A1,gene_family,
SLCO1B3,SLCO4C1,gene_family,
SLCO1B3,SLCO5A1,gene_family,
SLCO1B3,SLCO6A1,gene_family,
SLCO1B7,SLCO1C1,gene_family,
SLCO1B7,SLCO2A1,gene_family,
SLCO1B7,SLCO2B1,gene_family,
SLCO1B7,SLCO3A1,gene_family,
SLCO1B7,SLCO4A1,gene_family,
SLCO1B7,SLCO4C1,gene_family,
SLCO1B7,SLCO5A1,gene_family,
SLCO1B7,SLCO6A1,gene_family,
SLCO1C1,SLCO2A1,gene_family,
SLCO1C1,SLCO2B1,gene_family,
SLCO1C1,SLCO3A1,gene_family,
SLCO1C1,SLCO4A1,gene_family,
SLCO1C1,SLCO4C1,gene_family,
SLCO1C1,SLCO5A1,gene_family,
SLCO1C1,SLCO6A1,gene_family,
SLCO2A1,SLCO2B1,gene_family,
SLCO2A1,SLCO3A1,gene_family,
SLCO2A1,SLCO4A1,gene_family,
SLCO2A1,SLCO4C1,gene_family,
SLCO2A1,SLCO5A1,gene_family,
